Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Heat Dissipation Failure,No Failure,Overstrain Failure,Power Failure,Random Failures,Tool Wear Failure,Target
0,301.7646103532264,310.2570091351998,1310,57.16816285018761,40,1,0,0,0,0,0,1
0,297.10128244821567,308.34428306612085,1289,61.94300061790514,199,0,0,1,0,0,0,1
0,302.4820798155636,310.4384957786764,1368,49.286945512378175,11,1,0,0,0,0,0,1
0,302.6223361950734,310.58908834137844,1320,49.22413126747944,45,1,0,0,0,0,0,1
0,299.5896875858277,310.3414376544898,1276,59.80773431062925,205,0,0,1,0,0,0,1
0,301.6737529476564,310.00528959525246,1268,62.067961042606996,20,1,0,0,0,0,0,1
0,302.462804604487,310.5070115112175,1311,55.956092089739926,130,1,0,0,0,0,0,1
0,301.3905313365998,311.22204104268747,1233,65.32751192442448,179,0,0,1,0,0,0,1
0,299.31409719472526,309.22341965034747,1405,52.719418240997925,214,0,0,0,0,0,0,1
0,302.42822838833126,311.0047835034504,1360,50.5191340138018,38,1,0,0,0,0,0,1
0,298.2831057001367,309.38310570013664,1884,24.982698272047607,201,0,0,0,0,0,1,1
1,300.29724087758217,310.50827736725347,1676,30.114653290933155,229,0,0,0,0,0,1,1
1,302.012398818538,310.6824797637076,1296,62.99568803394173,96,0,0,0,0,0,0,1
0,302.2144008092632,310.65973481698256,1336,65.55840890189556,190,0,0,0,0,0,0,1
1,299.0799021445595,308.2427872461139,1551,37.2799021445595,206,0,0,0,0,0,1,1
0,298.07769082845516,308.61107633138204,1456,50.112171892847314,207,0,0,0,0,0,0,1
0,299.0598712759845,309.3222011242184,1423,56.129840696975094,209,0,0,0,0,0,0,1
0,302.3789009718115,310.80917572885863,1328,57.56604465503671,94,1,0,0,0,0,0,1
1,300.7204515425819,310.858072977335,1234,71.3160934951932,190,0,0,0,0,0,0,1
0,302.12486120715533,310.3736034003975,1366,66.23247310854664,81,0,0,0,1,0,0,1
0,303.37190940608065,311.8851601571758,1366,54.88427178175799,30,0,0,0,0,0,0,1
0,303.4,311.459891803903,1304,53.46097376487281,45,1,0,0,0,0,0,1
0,300.1687568973155,311.2027434277266,1398,51.92654008372464,220,0,0,1,0,0,0,1
0,299.94479129559045,309.8760414265585,1336,64.20624960709577,205,0,0,0,0,0,0,1
0,302.9271103721575,312.6427720997015,1250,60.050900614518234,212,0,0,1,0,0,0,1
1,300.9358445468817,310.04108730729587,1789,26.86330067710063,221,0,0,0,0,0,1,1
0,300.40002609184546,311.1200678387982,1399,47.710216562317385,221,0,0,0,0,0,0,1
0,300.13491471801666,311.3547276004333,1372,59.55472760043332,210,0,0,1,0,0,0,1
0,301.5656540598432,311.4762072055991,1538,35.819859472967586,207,0,0,0,0,0,1,1
0,299.4964118708886,309.2834930629311,1345,59.528467367440136,191,0,0,0,0,0,0,1
0,303.2617433018461,311.50029588044436,1352,45.78980408854787,191,1,0,0,0,0,0,1
0,300.1219621053933,310.65994586484754,1272,66.27587729365452,209,0,0,1,0,0,0,1
0,297.96368784343235,309.19376965345526,1400,65.05556947395819,62,0,0,0,1,0,0,1
0,300.30483765251086,310.1558685002153,1489,38.321371760616834,209,0,0,0,0,0,1,1
0,299.8993372785031,308.99359136822306,1374,59.396904975707486,31,0,0,0,0,0,0,1
0,302.626956462335,310.47930421713704,1330,51.361738774010085,152,1,0,0,0,0,0,1
0,302.14798651658515,310.9,1394,48.691946066340535,28,0,0,0,0,0,0,1
0,300.3997213892481,309.6393155654377,1292,63.82821321474759,222,0,0,0,0,0,0,1
0,301.8193389066643,310.4819338906664,1370,45.48998859645877,85,0,0,0,0,0,0,1
0,300.95925501134536,310.69778797277115,1495,37.8896389750402,206,0,0,0,0,0,1,1
0,302.80731427820325,311.2144103841478,1328,56.272270092997736,4,1,0,0,0,0,0,1
1,303.3953393211079,311.944166282301,1267,68.22790112068178,177,0,0,0,0,0,0,1
0,302.71451140420544,310.6232182467287,1349,51.19709771915892,6,1,0,0,0,0,0,1
0,300.51802121600673,309.9036714731749,1342,59.446272501847254,189,0,0,0,0,0,0,1
0,300.51511049298983,311.08791160560816,1296,61.26272745062504,201,0,0,0,0,0,0,1
1,300.73671314586034,310.28481502384034,2598,12.511388732119723,90,0,0,0,1,0,0,1
0,302.54144479350356,310.49011355452484,1329,51.180227109049675,150,1,0,0,0,0,0,1
1,302.4079150520112,311.4039575260056,1623,34.77349850997819,227,0,0,0,0,0,1,1
0,303.00767911641276,311.3,1335,53.52320883587219,164,1,0,0,0,0,0,1
0,301.0214581933976,310.8069706223875,1362,60.728975142020204,204,0,0,1,0,0,0,1
0,303.230974227474,311.430974227474,1373,47.507077317578,61,1,0,0,0,0,0,1
1,300.1184211652727,310.9296654199338,1550,34.22631533890919,207,0,0,0,0,0,1,1
0,301.86872598139024,310.69113861871386,1614,29.2273281785681,234,0,0,0,0,0,1,1
0,299.1,309.7845955677893,1320,54.44393905810515,223,0,0,1,0,0,0,1
0,301.326159808022,309.9,1314,55.77066125471234,189,0,0,0,0,0,0,1
0,303.2,311.45791566116134,1342,56.34828909109866,4,1,0,0,0,0,0,1
1,303.6415853810674,311.8508087419515,1332,52.6323620201833,65,1,0,0,0,0,0,1
1,302.64486413541096,310.3345924062328,2677,10.74391983073633,82,0,0,0,1,0,0,1
0,300.87429047669707,309.92371730190814,1326,48.57284364935841,207,0,0,0,0,0,0,1
0,302.0558596154422,310.52752150354365,1369,52.33760751771829,152,1,0,0,0,0,0,1
0,297.61540727007224,308.15192590875904,1344,60.001852281024306,204,0,0,1,0,0,0,1
1,298.41185088224154,308.70414780878457,1420,60.665039897387324,118,0,0,0,0,0,0,1
0,300.01688689920087,309.12264569933984,1370,61.390506351580896,30,0,0,0,0,0,0,1
0,301.43730099489494,311.1315623802957,1451,48.60329506278597,211,0,0,0,0,0,0,1
0,302.28979834836724,310.8727955956459,1376,46.75239229238044,166,1,0,0,0,0,0,1
0,302.1176745018838,310.83236923549356,1338,66.99123564468702,193,0,0,0,0,0,0,1
0,301.76441935357536,310.60508294948926,2670,11.820331797956948,122,0,0,0,1,0,0,1
0,302.07273044742107,311.83409276099565,1447,51.525002910135996,215,0,0,1,0,0,0,1
0,300.3593409063544,310.7813181872911,2614,12.305494320234171,33,0,0,0,1,0,0,1
0,300.54940227535394,311.702340486402,1398,50.68944260509976,221,0,0,1,0,0,0,1
0,302.40366309881256,310.9,1348,46.20806141497141,148,1,0,0,0,0,0,1
1,302.53500713122753,310.9350071312275,1360,57.07532090523729,98,1,0,0,0,0,0,1
0,300.0746656816325,309.80072127823115,1414,59.324718323128735,211,0,0,0,0,0,0,1
0,297.0453083707218,308.11715859505244,1319,53.58819371874132,203,0,0,0,0,0,0,1
0,302.3561456577797,310.80642390370053,1359,46.47040894230588,67,1,0,0,0,0,0,1
0,302.6032624221407,312.0445388236092,1288,68.06609785529514,0,0,0,0,0,0,0,1
0,299.9591610449013,311.13749351334764,2578,12.516250648665238,67,0,0,0,1,0,0,1
0,299.22970374702345,310.5886109486621,1746,26.73266627678911,225,0,0,0,0,0,1,1
0,302.109042322148,310.5602461660194,1339,50.85783847827667,64,1,0,0,0,0,0,1
0,301.172909135746,311.40297145675464,1446,52.35355851842168,243,0,0,0,0,0,0,1
0,302.6520673180546,310.553445530091,1324,57.21587598087241,57,1,0,0,0,0,0,1
0,298.9745995816508,308.8779994023583,1296,67.41869901389119,48,0,0,0,1,0,0,1
0,298.247297487161,308.6631274944976,1462,40.984169992663425,213,0,0,0,0,0,1,1
0,298.60006471211386,308.76049220507093,2514,13.0814119030989,146,0,0,0,1,0,0,1
1,302.4,310.3,1377,54.11468529877834,164,1,0,0,0,0,0,1
0,299.23967167958097,308.4805983440017,1371,62.9280408077854,30,0,0,0,0,0,0,1
0,298.2167345731144,308.69692031046225,1391,63.97269023284669,11,0,0,0,1,0,0,1
0,302.6,310.4,1363,65.13381747130094,77,0,0,0,0,0,0,1
1,296.34039907919737,306.6573606814047,1232,74.40448047879589,88,0,0,0,0,0,0,1
0,298.98128831847737,309.9128775254804,2621,12.03521118789728,99,0,0,0,1,0,0,1
1,303.4330130347369,311.893857230351,1371,54.51650651736845,113,1,0,0,0,0,0,1
0,302.1611545647366,311.11239785188866,1337,66.30742470328062,193,0,0,0,0,0,0,1
0,297.46726422560124,308.0336321128006,1313,61.12212262906646,195,0,0,1,0,0,0,1
0,302.7942221267275,310.84728867880045,1332,52.36533276036492,157,1,0,0,0,0,0,1
1,300.7016400387129,310.31113054057846,1677,30.48412420848879,231,0,0,0,0,0,1,1
0,302.2845362868013,310.8381451472053,1377,46.90824599239074,166,1,0,0,0,0,0,1
0,301.20400225201394,311.6016009008056,1460,52.89786546559257,208,0,0,1,0,0,0,1
0,302.1796618617615,310.51947452346826,1372,49.27339732828227,9,0,0,0,0,0,0,1
0,302.7697024059147,312.28382932347546,1479,46.26514879704264,249,0,0,0,0,0,0,1
0,299.26830363463023,308.56830363463024,1382,52.5857163081664,218,0,0,1,0,0,0,1
1,302.51400202216905,311.2027167412052,1291,64.82486898698994,98,0,0,0,0,0,0,1
0,298.1471910887017,308.35056178225966,1424,62.097752870961344,30,0,0,0,1,0,0,1
1,302.55526413735237,310.4552641373524,1350,49.72851872974903,6,1,0,0,0,0,0,1
0,300.4288647229943,309.4338724906033,1265,64.86451003758685,82,0,0,0,0,0,0,1
0,301.52866981993884,310.4693010918322,1490,44.34876000163788,230,0,0,0,0,0,1,1
0,300.0593896405421,310.3396713449073,1286,67.41971829563482,10,0,0,0,1,0,0,1
0,301.31707788743313,310.66898887322384,2647,12.07595549289536,107,0,0,0,1,0,0,1
0,300.4746338791451,310.1840241341807,1415,60.907925771615936,209,0,0,0,0,0,0,1
0,300.56603424638837,311.15687181988073,1255,71.73463674171636,145,0,0,0,1,0,0,1
0,300.0713187484376,310.2855463211398,1321,67.32859080909925,18,0,0,0,1,0,0,1
0,300.8626936417915,309.1701520407057,1293,64.28209984260583,225,0,0,0,0,0,0,1
0,297.67807885017436,308.41917665007475,1471,40.65890220009963,219,0,0,0,0,0,1,1
0,299.2123796893912,309.9474983423259,1398,55.034766009478695,217,0,0,1,0,0,0,1
0,302.49128505444503,311.66220884196576,1336,57.29767073572613,187,0,0,0,0,0,0,1
1,302.1524838041073,310.1349892027382,1378,49.26717068351528,165,1,0,0,0,0,0,1
0,302.2421687489581,311.08253020711777,1620,31.179518740622562,232,0,0,0,0,0,1,1
0,298.8750759448256,308.36147630817607,2875,4.128614825614616,82,0,0,0,1,0,0,1
0,302.4244919337878,310.3714435365148,1342,61.05294364166924,103,1,0,0,0,0,0,1
1,302.3752942887684,310.59882284492653,1370,46.367054203254185,140,1,0,0,0,0,0,1
0,301.2696298434056,310.58929281268786,1348,57.6358893796338,64,0,0,0,0,0,0,1
1,302.189074559185,310.089074559185,1366,50.88984634702319,11,1,0,0,0,0,0,1
0,302.6,310.6471368810548,1366,63.999115348045585,85,0,0,0,0,0,0,1
0,301.9824820314504,310.5577374220153,1339,55.535035937099146,203,0,0,0,0,0,0,1
0,299.63721796626595,311.08256572048265,1712,28.093044915664834,220,0,0,0,0,0,1,1
0,300.778523973128,310.298806887396,1371,64.62434807901398,86,0,0,0,1,0,0,1
0,297.07776469807897,308.34435288655277,1321,48.135530722733286,205,0,0,0,0,0,0,1
0,302.71717998104526,311.2082226502393,1340,50.960356109937216,207,0,0,0,0,0,0,1
0,297.21087724687334,308.03899421312315,1385,54.98009320438614,202,0,0,0,0,0,0,1
0,299.28243371823663,309.99575216100766,1432,49.15183645659923,229,0,0,1,0,0,0,1
0,302.2027675666125,310.7703567554833,1363,44.129643244516686,72,1,0,0,0,0,0,1
0,303.2,311.4,1349,51.11718428906906,8,1,0,0,0,0,0,1
0,302.6,310.4,1359,58.08413530678902,68,0,0,0,0,0,0,1
0,302.78712542520117,310.9630581502166,1335,54.62165109870041,174,1,0,0,0,0,0,1
1,300.34913655829354,310.1456827914677,1394,47.12994488506852,211,0,0,0,0,0,0,1
0,300.4229147591681,310.26047459002314,1311,66.14942458143271,103,0,0,0,0,0,0,1
0,299.71238777395297,309.2258665779602,1306,69.70401182686784,45,0,0,0,1,0,0,1
0,302.4024563211713,310.3,1328,57.38521509910093,56,1,0,0,0,0,0,1
0,299.92618786993995,310.1741989648298,1532,38.23055251492993,208,0,0,0,0,0,1,1
0,297.0517434710541,307.95500554634697,1369,51.56737924707184,219,0,0,1,0,0,0,1
0,302.6755789192132,310.51876687304923,1360,56.13109814255684,66,1,0,0,0,0,0,1
0,301.5912842025194,309.8534075153654,1316,49.3727398770764,187,0,0,0,0,0,0,1
0,299.49414335912087,310.8941433591209,1375,53.272377605860655,215,0,0,0,0,0,0,1
0,302.25052022667234,310.15557224933957,1367,51.35245088930556,12,1,0,0,0,0,0,1
0,302.8982836656603,312.16511379274027,2692,10.263887839640436,22,0,0,0,1,0,0,1
0,297.2723816427663,307.9505266973182,1315,61.49388545666888,199,0,0,1,0,0,0,1
0,302.56440831263143,310.98813610421047,1374,48.53615376350917,32,1,0,0,0,0,0,1
0,302.38789463960126,310.35583728226715,1348,55.290239399464525,187,0,0,0,0,0,0,1
0,299.8260338178314,309.3,1401,43.412405813976434,222,0,0,0,0,0,0,1
1,302.353405604907,310.686377580372,1369,46.95804866751096,137,1,0,0,0,0,0,1
0,303.36076661045627,312.71963826199334,1365,59.563565914392036,204,0,0,1,0,0,0,1
1,301.32772499898175,309.86908888798376,1338,58.354108341139984,112,1,0,0,0,0,0,1
1,302.9360772047549,311.9957160630015,1366,54.29357409450226,115,0,0,0,0,0,0,1
0,301.28443808103634,309.77637954355015,1440,45.968321006064045,232,0,0,0,0,0,0,1
0,299.6,309.22350856083307,1867,23.398432762611126,224,0,0,0,0,0,1,1
0,302.64179982597256,311.5566022623568,1282,62.85702349370525,10,0,0,0,0,0,0,1
0,301.9342516922914,309.98562923072853,1374,48.35443030776149,178,1,0,0,0,0,0,1
0,299.2753357585978,310.76591878877304,1732,27.188339396494474,224,0,0,0,0,0,1,1
0,302.4,310.84653409032745,1352,48.42576707075529,149,1,0,0,0,0,0,1
0,297.9021292352394,308.83908340551517,1432,49.367412467518186,217,0,0,0,0,0,0,1
0,302.4,310.3,1374,51.88888379112924,161,1,0,0,0,0,0,1
0,297.5069619247761,308.3172784240397,1395,52.28607615044792,211,0,0,0,0,0,0,1
0,302.249490041428,311.749490041428,1368,56.487275389378524,208,0,0,0,0,0,0,1
1,302.5353975740465,310.3369457545814,1378,49.54313847672083,107,1,0,0,0,0,0,1
0,301.97038725642744,310.47038725642744,1326,56.274442190117774,85,1,0,0,0,0,0,1
0,299.228725993653,308.7,1450,62.361710265766575,139,0,0,0,1,0,0,1
0,302.2172791405729,310.6172791405729,1346,47.96077708194408,108,1,0,0,0,0,0,1
0,299.8839410223972,309.9989686224898,1320,67.36165746663579,19,0,0,0,1,0,0,1
1,302.91781687534,311.91116696477144,2708,9.731116696477143,21,0,0,0,1,0,0,1
0,297.6154271437357,308.15096419648347,1285,61.33746544571474,207,0,0,1,0,0,0,1
0,299.5454140530886,310.31362792772677,1374,62.7727070265443,92,0,0,0,1,0,0,1
0,302.12542762780595,310.8800679332242,1331,54.104124715927334,201,0,0,0,0,0,0,1
1,302.3,311.1092537498416,1365,49.70202333234788,127,0,0,0,0,0,0,1
1,303.62483403638015,311.9751659636198,1333,56.88423864150445,62,0,0,0,0,0,0,1
0,297.67754374338864,308.25393482048406,1400,54.58771871694308,215,0,0,1,0,0,0,1
0,299.7853476619993,311.1585161197492,1694,28.77193189087429,208,0,0,0,0,0,0,1
0,301.96214191929425,311.36607168908495,1533,36.74499781168658,207,0,0,0,0,0,1,1
0,300.91231431133167,310.4381916026663,1300,67.33717977467043,69,0,0,0,1,0,0,1
0,302.4449343052502,310.51454013675124,1338,59.92861321123998,101,1,0,0,0,0,0,1
0,299.5979594933732,310.09120895797014,1288,67.206750535403,11,0,0,0,1,0,0,1
0,302.35358549977735,310.5040977140313,1358,45.07167060734962,178,1,0,0,0,0,0,1
1,299.5328754165768,308.64673558817185,1370,63.45108813727604,35,0,0,0,1,0,0,1
0,302.2783698487953,310.1648904536142,1353,50.72695879036213,36,1,0,0,0,0,0,1
0,299.23027660022393,308.729637012318,1413,40.26311155207157,200,0,0,0,0,0,1,1
0,301.98578143955393,310.81213956888763,1302,64.82468136644547,61,0,0,0,0,0,0,1
1,299.3027978385718,310.1234657060319,1438,46.12179603738154,50,0,1,0,0,0,0,1
0,299.973768889257,311.1543487183734,2578,12.514565128162658,67,0,0,0,1,0,0,1
1,302.9675038471168,311.27214615467153,1329,51.130365386678875,69,1,0,0,0,0,0,1
0,300.92140990979317,310.5107049548966,1413,58.39028738918488,208,0,0,0,0,0,0,1
0,303.52985703047625,312.94446313875903,1257,59.420381252063386,212,0,0,1,0,0,0,1
0,300.0829021799076,310.4406449288683,1374,61.74798459728642,92,0,0,0,0,0,0,1
0,303.0755271305714,311.0306325566857,1350,48.72852403440009,32,1,0,0,0,0,0,1
0,299.7190251704648,310.04707373422457,1454,56.240242818798876,209,0,0,0,0,0,0,1
0,300.1868820172398,309.35803033310225,1410,43.48917077102985,201,0,0,0,0,0,0,1
0,301.91360250303666,310.5306056318325,1339,56.07406883350841,204,0,0,0,0,0,0,1
1,302.2182252003046,310.1182252003046,1367,51.58541983975634,11,1,0,0,0,0,0,1
1,301.14634030028736,310.1456840424956,1698,29.73442709631964,200,0,0,0,0,0,0,1
0,301.862314858377,310.220491253934,1320,63.67045774390639,95,0,0,0,0,0,0,1
0,303.1455989824704,311.3840777509669,1323,54.20796112451653,228,0,0,0,0,0,0,1
1,300.2025927431973,309.4191246338899,1937,21.42787829499071,212,0,0,0,0,0,1,1
1,303.19463933784556,311.98391801353677,2698,10.056700827693021,69,0,0,0,1,0,0,1
0,301.7084716127037,310.7,1379,50.60681226025965,214,0,0,0,0,0,0,1
0,302.3797816814026,310.38776564896676,1365,66.53696145278644,80,0,0,0,1,0,0,1
0,302.3569783410058,310.60914325513454,1264,67.75322431922807,198,0,0,0,0,0,0,1
1,302.7418480871739,311.1651088523043,1365,45.458098687673726,63,1,0,0,0,0,0,1
0,302.2987257158487,310.4025485683025,1346,54.8550658307317,107,1,0,0,0,0,0,1
1,303.2572033901021,312.3429378534695,2678,10.752495292415094,16,0,0,0,1,0,0,1
0,300.6800786988729,310.36800786988726,1373,52.363525183467075,88,0,0,0,0,0,0,1
0,301.61845959289866,311.11130544749204,1267,63.75597934736018,197,0,0,0,0,0,0,1
0,302.5308309984803,310.79249299544097,1327,49.545309687435505,116,1,0,0,0,0,0,1
0,299.64737905096115,309.35786284711645,1690,28.700040393652458,183,0,0,0,0,0,0,1
0,303.17653065402317,312.007215794171,1286,68.70539383070704,95,0,0,0,0,0,0,1
1,300.575450920918,310.2311372697705,1363,63.74313651147499,207,0,0,0,0,0,0,1
0,302.49581283316707,311.4608233761097,1295,65.37253338598498,59,0,0,0,0,0,0,1
0,302.4,310.84689367717505,1352,48.410125042884694,149,1,0,0,0,0,0,1
0,298.6647040920991,309.04705309471717,1284,61.33528982103786,216,0,0,1,0,0,0,1
0,302.0,310.4211400184561,1222,56.6570009228045,81,1,0,0,0,0,0,1
0,301.7318640554865,310.6415722607545,1302,62.8998214923626,213,0,0,0,0,0,0,1
0,303.6655425715491,312.95378025897,1365,59.90840358927818,205,0,0,1,0,0,0,1
0,302.246884591164,310.70573715930334,1369,50.818999370263526,88,1,0,0,0,0,0,1
0,301.7187801468617,309.5254084339894,1298,65.4502878465425,228,1,0,0,0,0,0,1
0,301.1955374478022,310.8701445475618,1283,67.14167150806985,10,0,0,0,0,0,0,1
0,301.6950044035225,310.9007136566396,1404,46.48278417019879,206,0,0,0,0,0,0,1
0,303.40646973298874,311.8064697329887,1344,49.170496553369006,94,1,0,0,0,0,0,1
0,301.9230225800224,310.40460451600444,1370,51.42372903973061,152,1,0,0,0,0,0,1
0,298.4645563151544,309.2351611690261,1397,54.44683447273163,215,0,0,1,0,0,0,1
0,300.61966290724956,311.8582973137883,1523,38.780337092750415,213,0,0,0,0,0,1,1
0,302.98132484626717,310.91758981552056,1350,48.99229043045202,33,1,0,0,0,0,0,1
0,297.90813904294964,308.0409884130875,1422,42.91366750506562,202,0,0,0,0,0,0,1
0,302.9854767020663,312.37569982042885,1283,69.48770788569199,147,0,0,0,1,0,0,1
0,302.25900987314515,310.86383224101036,1378,49.63515456663693,34,0,0,0,0,0,0,1
0,303.2897763577519,311.2897763577519,1351,47.956869008526866,31,1,0,0,0,0,0,1
0,302.68833418946735,310.98833418946737,1363,55.472779775423795,150,1,0,0,0,0,0,1
0,300.4327563759838,310.41969709739146,1334,61.75180439635699,205,0,0,0,0,0,0,1
0,298.02673002007015,308.8342560107041,1401,59.5780279384515,55,0,0,0,0,0,0,1
0,303.4436919072296,311.5671536125506,1360,46.382691473395056,62,1,0,0,0,0,0,1
1,298.42523643621035,308.036043449752,1225,67.47744022807521,84,0,0,0,0,0,0,1
1,302.151732323788,310.13448821585865,1378,48.94149664096089,165,1,0,0,0,0,0,1
0,301.9921453649989,310.3815709270002,1370,51.84743258399834,154,1,0,0,0,0,0,1
0,303.00326042122254,311.6806520842445,1224,67.63543541028852,171,0,0,0,0,0,0,1
0,300.94862760409586,311.38730028038884,1460,53.33184488527117,207,0,0,0,0,0,0,1
0,300.66973735796057,309.8248484757465,1311,65.08456563047322,191,0,0,1,0,0,0,1
0,301.347376130213,310.7114829031721,1379,52.041140966614876,215,0,0,1,0,0,0,1
0,303.28696619019985,311.58262158693316,1337,56.54801301053053,186,1,0,0,0,0,0,1
0,302.41586483727747,311.38951890236643,1446,59.57903780473293,163,0,0,0,1,0,0,1
0,301.9217555388458,310.74762323763997,1265,67.69387575529716,200,0,0,0,0,0,0,1
0,297.8598503759766,308.61467526972234,1372,56.68262495913298,203,0,0,1,0,0,0,1
0,300.76665697557604,311.97776854816766,2713,9.59999584667545,142,0,0,0,1,0,0,1
0,298.9548751928208,310.05487519282076,1903,24.12432614250681,203,0,0,0,0,0,1,1
1,301.2455069744344,311.0653317004346,1232,70.44560685817456,189,0,0,0,0,0,0,1
0,298.57173059208554,308.54673576003376,1309,60.667398943923445,189,0,0,0,0,0,0,1
0,297.3508347174907,308.3,1467,49.89056895926974,214,0,0,0,0,0,0,1
0,301.75682662458007,310.85894833596376,1279,62.6043353393231,16,0,0,0,0,0,0,1
0,298.8330643761461,309.5858060036677,1286,61.73935450275078,216,0,0,1,0,0,0,1
1,301.05149127597696,309.57574563798846,1308,58.57429129448468,21,0,0,0,0,0,0,1
0,303.31020486700703,311.5051024335035,1372,47.25918053197192,60,1,0,0,0,0,0,1
0,301.8958049707032,310.41376840271,1340,51.63169621643093,63,0,0,0,0,0,0,1
0,298.8970240139283,309.4470695341759,1700,27.911721863296385,169,0,1,0,0,0,0,1
0,301.75072604873134,310.6234931450707,1360,66.12952056478787,73,0,0,0,1,0,0,1
0,300.2191518521305,309.41675787061416,1444,62.10644664324858,142,0,0,0,1,0,0,1
0,301.96787042217227,309.96787042217227,1375,48.39819436674157,175,1,0,0,0,0,0,1
0,299.58625565343556,309.6197213491511,1390,58.1121490995156,4,0,0,0,0,0,0,1
0,298.67806915941003,309.5144402586431,1704,27.642238965427726,166,0,1,0,0,0,0,1
0,301.9607753803654,310.3878449239269,1370,51.79724060858473,153,1,0,0,0,0,0,1
0,301.95820142558284,309.94656114046626,1374,49.17513653676133,178,1,0,0,0,0,0,1
1,302.14311876699355,310.06579199584525,1283,57.995148296825946,142,1,0,0,0,0,0,1
0,300.41340655931276,311.58811890278156,1398,50.41073047109354,221,0,0,1,0,0,0,1
0,301.64212959148074,310.9440379292139,1321,54.42798103539306,229,0,0,0,0,0,0,1
0,300.58741225515314,310.1579417019498,1495,36.79800119108617,206,0,0,0,0,0,1,1
0,302.5360148330129,310.8520111247597,1331,52.191955500961186,154,1,0,0,0,0,0,1
1,302.3957315328812,310.2971543552542,1375,52.43881863796459,161,1,0,0,0,0,0,1
1,300.2474630102365,309.9820900146236,1674,30.151344023397776,222,0,0,0,0,0,0,1
0,300.9190967057801,311.88122960554233,1371,59.36795461615158,211,0,0,1,0,0,0,1
0,299.445820174728,309.2402470743653,1257,69.78885379927466,123,0,0,0,1,0,0,1
0,301.9260475565733,310.217667103987,1378,56.93170941271565,130,0,0,0,0,0,0,1
0,302.1734180492629,310.14335451231574,1356,45.269936463052794,171,1,0,0,0,0,0,1
0,302.4,310.8520810234069,1352,48.184475481798906,149,1,0,0,0,0,0,1
0,302.7514461567705,311.05144615677045,1332,52.605784627081874,157,1,0,0,0,0,0,1
0,302.33569681486944,310.11784840743474,1322,52.325183443871126,136,1,0,0,0,0,0,1
0,300.3353254114795,311.1435857406632,1338,58.95916770239802,189,0,0,1,0,0,0,1
0,299.89046893238407,309.30952304551414,1298,65.11904609102821,212,0,0,0,0,0,0,1
0,302.96730474634234,311.27139165304953,1334,53.58365237317117,163,1,0,0,0,0,0,1
0,300.60781288056296,311.0137496955497,1296,61.03406156127809,201,0,0,0,0,0,0,1
1,302.2261654742254,310.1841103161503,1377,50.00837179723064,163,1,0,0,0,0,0,1
0,303.7652662962937,312.69460800925697,1362,62.04031316357518,199,0,0,1,0,0,0,1
0,303.4869050842674,311.58214329672825,1360,46.59642619766759,61,1,0,0,0,0,0,1
0,300.0560907099449,309.6041595092306,1349,59.55222830851641,204,0,0,1,0,0,0,1
1,297.75499512498254,308.5599972142757,1471,58.88500766074175,186,0,0,0,1,0,0,1
0,299.34916952435526,309.8875349336389,1337,57.35900342922628,204,0,0,1,0,0,0,1
1,301.616722442546,310.03818608010647,1384,63.26364346684415,140,0,0,0,1,0,0,1
0,302.9221209393219,311.11563101759873,1340,51.64899217231725,174,1,0,0,0,0,0,1
0,302.8381531257941,310.8885263405336,1341,49.794497776365304,170,1,0,0,0,0,0,1
0,301.1164110647092,310.4831507605066,1400,46.52505477184802,208,0,0,0,0,0,1,1
0,300.8674566161187,310.3867456616119,1372,51.233011749417244,87,0,0,0,0,0,0,1
0,299.0684069384784,308.2315686825297,1535,36.131495545554024,204,0,0,0,0,0,1,1
0,301.8064895155442,310.801622378886,1368,62.44665732707212,92,0,0,0,0,0,0,1
1,302.02598233276245,310.9259823327625,2669,10.991867195538603,12,0,0,0,1,0,0,1
1,300.63864961280666,310.4931127783247,1427,46.68278194581182,28,0,1,0,0,0,0,1
0,297.4978518462194,308.1372314807774,1342,60.369212980564335,205,0,0,1,0,0,0,1
1,302.5599733971917,310.45997339719173,1354,51.312021282246626,7,1,0,0,0,0,0,1
1,301.5347089298694,310.1105509442329,1384,63.38425157372149,140,0,0,0,1,0,0,1
0,303.8349398702842,312.9825300648579,1364,60.35421831369433,204,0,0,1,0,0,0,1
0,298.73254049623296,309.8976214886989,1201,68.69848267603446,200,0,0,0,0,0,0,1
0,299.35759344915687,308.73848890993565,1303,63.4878912481136,41,0,0,0,0,0,0,1
0,300.72956613439305,311.1774861905909,1270,58.32115697495187,196,0,0,1,0,0,0,1
1,302.984533499121,311.1121602984179,1341,55.18346898769463,3,1,0,0,0,0,0,1
0,301.90870558816454,310.7,1377,48.40423853019006,212,0,0,0,0,0,0,1
0,301.15841302193115,310.6348339960125,1339,57.99217793221286,203,0,0,1,0,0,0,1
0,302.97229443964966,311.3960558596691,1318,50.258441659474464,70,1,0,0,0,0,0,1
0,298.9528290959821,310.1670124195658,1371,49.15426256580978,221,0,0,0,0,0,0,1
1,302.57024442295307,310.4405486178271,1303,56.229934892809766,19,0,0,0,0,0,0,1
0,302.2343048126388,310.5771563383333,1309,56.33139037472239,41,1,0,0,0,0,0,1
0,303.07095651298494,312.4987491559672,1510,38.552635474905614,210,0,0,0,0,0,0,1
